18,NYC,PM,BKLYN,struck by train,9/2/2019,9/2/2019 3:46:41 PM,"There is no 3 train service between Crowns Ht-Utica Av and New Lots Av because a person was stuck by a train at Sutter Av-Rutland Rd.

The last stop on Southbound 3 trains will be Crown Hts-Utica Av.

Southbound 4 trains will be running on the express track from Atlantic Av-Barclays Ctr to Crown Hts-Utica Av.

See a station agent for a free courtesy pass for continued bus or train service.",bklyn 3 and 4 trains person struck by a train,3:46:41,"3, 4, A"
18,NYC,AM,BX,switch problems,9/2/2019,9/2/2019 5:18:07 AM,2 trains are delayed in both directions because of a switch problem south of Wakefield-241 St.,bx 2 trains switch problems,5:18:07,2
18,NYC,AM,BKLYN,gap in service,9/2/2019,9/2/2019 8:59:26 AM,Due to a gap in service expect longer wait times on Euclid Av-bound C trains.,bklyn c train gap in service,8:59:26,C
44,NYC,AM,QNS,brake activation,9/3/2019,9/3/2019 7:00:10 AM,Southbound Q trains are holding in stations between 57 St-7 Av and 96 St while we investigate a train that had its brakes activated at 57 St-7 Av.,qns q trains brakes activated,7:00:10,Q
39,NYC,AM,MANH,brake activation,9/3/2019,9/3/2019 8:31:08 AM,Northbound R and W trains will run express from Canal St to 34 St-Herald Sq while we investigate a train that had its brakes activated at 8 St-NYU.,manh r and w trains brakes activated,8:31:08,"R, W"
18,NYC,PM,MANH,brake activation,9/3/2019,9/3/2019 5:41:27 PM,"Northbound F and M trains are running express from W 4 St-Wash Sq to 34 St-Herald Sq while we investigate what activated a train's brakes at 23 St.

For service to/from 14 St and 23 St, take a southbound train.",manh f and m trains brakes activated,5:41:27,"F, M"
19,NYC,AM,MANH,brake activation,9/3/2019,9/3/2019 7:37:27 AM,Northbound C trains will run express from 145 St to 168 St while we investigate a train that had its brakes activated at 145 St.,manh c trains brakes activated,7:37:27,C
4,NYC,PM,MANH,brake activation,9/3/2019,9/3/2019 4:29:59 PM,"Southbound C trains are running express from 59 St-Columbus Circle to Canal St because a train's brakes were activated at W 4 St-Wash Sq.

Southbound E trains are express from 42 St-Port Authority Bus Terminal to Canal St.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",manh c and e trains brakes activated,4:29:59,"C, E"
45,NYC,PM,MANH,brake activation,9/3/2019,9/3/2019 6:16:58 PM,Northbound B and C trains are running with delays while we reroute A and D trains onto the local track and investigate what activated a train's brakes near 103 St.,manh b and c trains brakes activated,6:16:58,"B, C"
28,NYC,PM,MANH,brake activation,9/3/2019,9/3/2019 1:44:17 PM,Northbound A trains are running local from Canal St to 59 St-Columbus Circle while we investigate a train that had its brakes activated at 59 St-Columbus Circle.,manh a trains brakes activated,1:44:17,A
3,NYC,PM,MANH,brake activation,9/3/2019,9/3/2019 4:36:22 PM,Expect delays in southbound A service as we reroute C and E trains onto the express track because a train's brakes were activated at W 4 St-Wash Sq.,manh a train brakes activated,4:36:22,A
46,NYC,PM,MANH,brake activation,9/3/2019,9/3/2019 6:15:45 PM,"Northbound A and D trains are running local from 59 St-Columbus Circle to 125 St while we investigate what activated a train's brakes near 103 St on the express track.

Expect delays in northbound service.",manh a and d trains brakes activated,6:15:45,"A, D"
9,NYC,AM,BX,brake activation,9/3/2019,9/3/2019 7:52:59 AM,Northbound 6 trains are ending at Hunts Pt Av while we investigate a train that had its brakes activated at Parkchester.,bx 6 trains brakes activated,7:52:59,6
29,NYC,PM,BKLYN,brake activation,9/3/2019,9/3/2019 5:16:05 PM,Southbound 4 and 5 trains are delayed while we investigate what activated a train's brakes near Nevins St.,bklyn 4 and 5 trains brakes activated,5:16:05,"4, 5"
3,NYC,PM,BKLYN,brake activation,9/3/2019,9/3/2019 7:50:53 PM,Northbound 2 and 5 trains are delayed because a train's brakes were activated at Beverly Rd.,bklyn 2 and 5 trains brakes activated,7:50:53,"2, 5"
2,NYC,PM,BKLYN,brake activation,9/3/2019,9/3/2019 2:39:51 PM,2 and 5 trains are delayed in both directions because a train's brakes were activated at Flatbush Av-Brooklyn College.,bklyn 2 and 5 trains brakes activated,2:39:51,"2, 5"
20,NYC,PM,MANH,disruptive passenger,9/3/2019,9/3/2019 7:15:37 PM,"Southbound C trains are running on the express track from 59 St-Columbus Circle to Canal St while we request NYPD assistance with a disruptive passenger at 50 St.

For service to/from bypassed stations, take a northbound C train.",manh c trains disruptive passenger,7:15:37,C
29,NYC,PM,QNS,door problems,9/3/2019,9/3/2019 6:48:47 PM,Southbound M and R trains are delayed because of a train with a door problem at 67 Av.,qns m and r trains door problem,6:48:47,"M, R"
49,NYC,AM,MANH,door problems,9/3/2019,9/3/2019 8:15:51 AM,Southbound B D trains are getting back on schedule after we moved a train with a door problem at W 4 St.,manh b and d trains door problem,8:15:51,"B, D"
49,NYC,AM,QNS,earlier incident,9/3/2019,9/3/2019 12:04:30 AM,"Main St-bound 7 trains have resumed making local stops from Queensboro Plaza to 74 St-Broadway after reports of a disruptive passenger at 33 St-Rawson St.

Expect longer wait times while we get trains back on schedule.",qns 7 trains disruptive passenger/earlier incident,12:04:30,7
3,NYC,PM,QNS,fdny,9/3/2019,9/3/2019 9:54:18 PM,You may experience longer wait times for M train service in both directions after earlier FDNY activity at Forest Av.,qns m trains fdny activity,9:54:18,M
4,NYC,PM,,investigation,9/3/2019,9/3/2019 6:04:18 PM,"N and Q trains are running on the R line between Canal St and DeKalb Av in both directions while we remove third rail power on the Manhattan Bridge so that NYPD can conduct an investigation.

Expect delays in both directions.

Note: Board N and Q trains on the R platform at Canal St.",manh/bklyn n and q trains nypd investigation,6:04:18,"N, Q"
6,NYC,PM,MANH,investigation,9/3/2019,9/3/2019 5:58:43 PM,L trains are running with delays in both directions while we conduct an investigation at 8 Av.,manh l train investigation,5:58:43,L
0,NYC,PM,,investigation,9/3/2019,9/3/2019 6:08:45 PM,R and W trains are running with delays in both directions while we reroute N and Q trains so that NYPD can conduct an investigation.,mahn r and w trains nypd investigation,6:08:45,"R, W"
23,NYC,AM,MANH,loss of power,9/3/2019,9/3/2019 12:50:59 AM,"A trains are skipping Dyckman St in both directions because of a temporary power outage at this station.

See a station agent for a free courtesy pass for continued train or bus station. 

For Service to/from Dyckman St, consider taking the 1 train or Bx7 bus service.",manh a trains power outage in station,12:50:59,A
41,NYC,AM,MANH,mechanical problems,9/3/2019,9/3/2019 11:05:08 AM,Q trains are running with delays in both directions after we removed a train with a mechanical problem from service and after a track inspection.,manh q train track inspection/mechanical problem,11:05:08,Q
34,NYC,AM,MANH,mechanical problems,9/3/2019,9/3/2019 8:46:22 AM,Southbound A and C trains are delayed while we remove a train with mechanical problems from service at Fulton St.,manh a and c trains mechanical problems,8:46:22,"A, C"
11,NYC,PM,MANH,mechanical problems,9/3/2019,9/3/2019 11:19:13 PM,Bronx-bound 6 trains are delayed while we remove a train with mechanical problems from service at Brooklyn Bridge-City Hall.,manh 6 trains mechanical problems,11:19:13,6
49,NYC,PM,MANH,mechanical problems,9/3/2019,9/3/2019 2:59:43 PM,Northbound 1 trains are delayed while we remove a train with a mechanical problem from service at 157 St.,manh 1 trains mechanical problem,2:59:43,1
0,NYC,AM,BX,medical problems,9/3/2019,9/3/2019 10:55:28 AM,Southbound 2 and 5 trains are running express from E 180 St to 3 Av-149 St while we get medical help for a passenger at Freeman St.,bx 2 and 5 trains medical assistance,10:55:28,"2, 5"
20,NYC,PM,BKLYN,medical problems,9/3/2019,9/3/2019 5:38:50 PM,8 Av-bound L trains are delayed while we remove a train from service at Morgan Av so the crew can assist someone who needs medical help.,bklyn l train medical help,5:38:50,L
31,NYC,PM,BKLYN,medical problems,9/3/2019,9/3/2019 6:46:37 PM,2 and 5 trains are running with delays in both directions while we get medical help for someone at Flatbush Av-Brooklyn College.,bklyn 2 and 5 trains medical help,6:46:37,"2, 5"
13,NYC,AM,MANH,sick passenger,9/3/2019,9/3/2019 7:48:58 AM,"Northbound 4 5 trains are holding in stations while we get emergency medical assistance for someone at 14 St-Union Sq.

For uptown service, consider the 6 local train.",manh 4 and 5 trains sick customer,7:48:58,"4, 5"
46,NYC,PM,MANH,signal problems,9/3/2019,9/3/2019 4:46:29 PM,Northbound D trains are running with delays because of a signal problem near 145 St.,manh d train signal problem,4:46:29,D
43,NYC,AM,MANH,signal problems,9/3/2019,9/3/2019 11:02:57 AM,Southbound B and D trains are running with delays because of a signal problem at W 4 St-Washington Sq.,manh b and d trains signal problems,11:02:57,"B, D"
4,NYC,AM,MANH,signal problems,9/3/2019,9/3/2019 10:51:34 AM,"Northbound B and D trains are running with delays because of a signal problem at 145 St.

The last stop on some northbound D trains will be 135 St.

Some northbound D trains will run via A line from 145 St to 207 St.",manh b and d trains signal problems,10:51:34,"B, D"
32,NYC,PM,MANH,signal problems,9/3/2019,9/3/2019 5:12:05 PM,"Expect delays in northbound A, B and C trains while we reroute D trains onto the local track because of a signal problem at 145 St.",manh a b and c trains signal problem,5:12:05,"A, B, C"
27,NYC,PM,BKLYN,signal problems,9/3/2019,9/3/2019 10:40:58 PM,Some 179 St-bound F trains are stopping along the A line from Jay St-MetroTech to West 4 St-Washington Square because of a signal problem at York St.,bklyn f trains signal problem,10:40:58,F
36,NYC,PM,BKLYN,signal problems,9/3/2019,9/3/2019 3:16:39 PM,Southbound D and N trains are delayed while we work to correct to correct a signal problem at 36 St (BKLYN).,bklyn d and n trains signal problem,3:16:39,"D, N"
0,NYC,AM,QNS,switch problems,9/3/2019,9/3/2019 6:32:52 AM,"There is no F train service between Briarwood and Jamaica-179 St in both directions because of a switch problem at 169 St.

F trains are running on the E line between Briarwood and Jamaica Ctr-Parsons Archer.",qns f trains switch problems,6:32:52,F
38,NYC,AM,BKLYN,track maintenance,9/3/2019,9/3/2019 1:51:55 AM,Manhattan-bound 2 trains are delayed while our crews perform temporary track maintenance at Clark St.,bklyn 2 trains track maintenance,1:51:55,2
11,NYC,AM,BKLYN,track maintenance,9/3/2019,9/3/2019 3:10:19 AM,Southbound 2 trains are delayed while crews perform temporary track maintenance south of Clark St.,bklyn 2 trains temporary track maintenance,3:10:19,2
20,NYC,AM,BKLYN,track maintenance,9/3/2019,9/3/2019 2:49:40 AM,Northbound 2 trains are delayed while crews perform temporary track maintenance in the Clark St Tube.,bklyn 2 trains temporary track maintenance,2:49:40,2
46,NYC,AM,QNS,loss of power,9/3/2019,9/3/2019 1:34:04 AM,"There are service changes and delays in E and F train service in both directions while we investigate a loss of third-rail power between Northern Blvd and Jackson Hts-Roosevelt Av.

There is no E train service in both directions between Queens Plaza and Jackson Hts-Roosevelt Av.

There is no F train service between 21 St-Queensbridge and Jackson Hts-Roosevelt Av.

See a station agent for free courtesy pass for continued train or bus service.

For service to/from Queensbridge and Jackson Hts-Roosevelt Av, take Q33 and Q66 bus service.

For service between Manhattan and Queens, take the 7 train.

LIRR is accommodating MetroCard holders at no additional charge at Jamaica, Forest Hills, Woodside and Penn Station.",qns e and f trains loss of third rail power,1:34:04,"E, F"
8,NYC,AM,MANH,track inspection,9/3/2019,9/3/2019 10:46:34 AM,Northbound N trains are running local from Canal St to 34 St-Herald Sq because of a track inspection train along Broadway.,manh n trains track inspection,10:46:34,N
!,NYC,AM,MANH,disruptive person sitting on the third rail,9/3/2019,9/3/2019 8:27:27 AM,3 trains are delayed in Upper Manhattan while NYPD responds to a disruptive person sitting on the third rail at Harlem-148 St.,manh 3 trains disruptive person,8:27:27,3
43,NYC,PM,BKLYN,disruptive passenger,9/3/2019,9/3/2019 4:51:03 PM,Northbound B and Q trains are delayed while we request NYPD for a passenger being disruptive at Church Av.,bklyn b and q trains,4:51:03,"B, Q"
17,NYC,PM,QNS,brake activation,9/4/2019,9/4/2019 5:20:54 PM,Southbound E and F trains are running on the local track from Forest Hills-71 Av to Roosevelt Av while we investigate why a train's brakes were activated.,qns e and f trains train with brakes activated,5:20:54,"E, F"
35,NYC,PM,MANH,brake activation,9/4/2019,9/4/2019 6:38:06 PM,Southbound N and Q trains are running on the R line from 14 St-Union Sq to Dekalb Av while our crews investigate why a train's brakes were activated south of Canal St.,manh n and q trains train with brakes activated,6:38:06,"N, Q"
36,NYC,PM,,brake activation,9/4/2019,9/4/2019 4:27:56 PM,Northbound Q trains are delayed while our crews investigate why a train's brakes were activated at Kings Highway.,bkyln q trains train with brakes activated,4:27:56,Q
45,NYC,AM,BKLYN,brake activation,9/4/2019,9/4/2019 9:07:38 AM,Southbound N and Q trains will run local from 57 St-7 Av to 34 St-Herald Sq because a train's brakes were activated at Times Sq-42 St.,bklyn n and q trains brakes activated,9:07:38,"N, Q"
39,NYC,PM,BKLYN,brake activation,9/4/2019,9/4/2019 6:27:50 PM,There is a gap in southbound F train service in Brooklyn after we moved a train that had its brakes activated at Jackson Hts-Roosevelt Av.,bklyn f trains train with brakes activated,6:27:50,F
30,NYC,PM,BKLYN,brake activation,9/4/2019,9/4/2019 6:45:59 PM,D trains are delayed in both directions while our crews investigate why a train's brakes were activated north of Coney Island-Stillwell Av.,bklyn d trains train with brakes activated,6:45:59,D
28,NYC,PM,BKLYN,door problems,9/4/2019,9/4/2019 4:56:08 PM,Southbound F trains are delayed while our crews work to correct a door problem on a train at 18 Av.,bklyn f trains train with door problem,4:56:08,F
39,NYC,PM,BKLYN,door problems,9/4/2019,9/4/2019 7:50:14 PM,Northbound A and C trains are delayed while we work to correct a door problem on a train at Jay St-MetroTech.,bklyn a and c trains train with door problem,7:50:14,"A, C"
21,NYC,AM,MANH,fdny,9/4/2019,9/4/2019 2:36:36 AM,"There is no 1 train service in both directions between 137 St-City College and 181 St while we request FDNY assistance for a report of smoke at 157 St. 

For continuing service, see a station agent for a courtesy pass to nearby bus or subway service.",manh 1 trains fdny assistance,2:36:36,1
42,NYC,PM,QNS,injured customer,9/4/2019,9/4/2019 2:24:00 PM,"71 Av-bound M and R trains are running express from Queens Plaza to Jackson Hts-Roosevelt Av while get EMS assistance for an injured customer at Northern Blvd.

For service to/from the bypassed stations, take a southbound local M or R train.",qns m and r trains injured customer,2:24:00,"M, R"
34,NYC,AM,MANH,investigation,9/4/2019,9/4/2019 9:19:30 AM,Southbound 2 and 3 trains are proceeding with delays after an earlier NYPD investigation at Wall St.,manh 2 and 3 trains nypd investigation,9:19:30,"2, 3"
15,NYC,AM,BKLYN,investigation,9/4/2019,9/4/2019 4:40:13 AM,F trains are running at slower speeds in both directions while our maintenance crews conduct an investigation at Avenue I.,bklyn f trains investigation,4:40:13,F
21,NYC,AM,MANH,mechanical problems,9/4/2019,9/4/2019 8:18:31 AM,Southbound 6 trains are delayed while we inspect a train that may have a mechanical problem at 33 St.,manh 6 trains mechanical problem,8:18:31,6
34,NYC,PM,MANH,mechanical problems,9/4/2019,9/4/2019 6:41:53 PM,Northbound 1 trains are delayed while we remove a train with mechanical problems from service at 18 St.,manh 1 trains train with mechanical problem,6:41:53,1
37,NYC,PM,BX,mechanical problems,9/4/2019,9/4/2019 4:24:19 PM,You may experience longer than usual wait times for southbound 6 trains after we removed a train with a mechanical problem from service at Middletown Rd.,bx 6 trains train with mechanical problem,4:24:19,6
39,NYC,AM,BX,mechanical problems,9/4/2019,9/4/2019 12:05:26 AM,Southbound 6 trains are running on the express track from Parkchester to Hunts Point Av because of a train experiencing mechanical problems at St Lawrence Av.,bx 6 trains mechanical problems,12:05:26,6
1,NYC,PM,BX,medical problems,9/4/2019,9/4/2019 9:26:22 PM,Southbound 2 and 5 trains are delayed while we request medical help for someone at 3 Av-149 St.,bx 2 and 5 trains medical help,9:26:22,"2, 5"
!,NYC,PM,BX,customer altercation,9/4/2019,9/4/2019 2:21:17 PM,Northbound 5 trains are holding in stations while NYPD responds to a fight onboard a train at Intervale Av.,bx 5 trains nypd activity,2:21:17,5
22,NYC,PM,BX,nypd activity,9/4/2019,9/4/2019 3:16:54 PM,Northbound 2 and 5 trains are delayed while we request NYPD assistance at Jackson Av.,bx 2 and 5 trains nypd assistance,3:16:54,"2, 5"
15,NYC,PM,"MANH, BKLYN",sick passenger,9/4/2019,9/4/2019 1:27:19 PM,Northbound 4 5 trains are holding in stations between Atlantic Av-Barclays Ctr and Wall St while we get EMS for someone at Wall Street.,manh and bklyn 4 and 5 trains sick customer,1:27:19,"4, 5"
18,NYC,AM,MANH,signal problems,9/4/2019,9/4/2019 9:47:48 AM,Southbound N and Q trains are running with delays because of a signal problem at 34 St-Herald Sq.,manh n and q trains signal problems,9:47:48,"N, Q"
14,NYC,AM,MANH,signal problems,9/4/2019,9/4/2019 6:33:13 AM,Some northbound N and Q trains will run local from Canal St to 34 St-Herald Sq because of a signal problem at 8 St-NYU.,manh n and q trains signal problem,6:33:13,"N, Q"
48,NYC,PM,MANH,signal problems,9/4/2019,9/4/2019 2:05:58 PM,Northbound A and C trains are running at slower speeds near Chambers St while our crews address a signal problem at that station.,manh a and c trains signal problem,2:05:58,"A, C"
24,NYC,PM,MANH,signal problems,9/4/2019,9/4/2019 3:13:37 PM,3 trains are delayed in both directions while our crews work to correct a signal problem at 148 St.,manh 3 trains signal problem,3:13:37,3
5,NYC,PM,BKLYN,signal problems,9/4/2019,9/4/2019 9:23:06 PM,Southbound B trains are delayed while our crews work to correct a signal problem at Kings Highway.,bklyn b trains signal problem,9:23:06,B
38,NYC,PM,BKLYN,signal problems,9/4/2019,9/4/2019 4:18:43 PM,There are service changes and delays in 2 and 5 train service while our crews work to correct a signal problem between Sterling St and President St.,bklyn 2 and 5 trains signal problem,4:18:43,"2, 5"
33,NYC,AM,BKLYN,signal problems,9/4/2019,9/4/2019 10:53:06 AM,Northbound 2 and 3 trains are running with delays because of a signal problem at Atlantic Av-Barclays Ctr.,bklyn 2 and 3 trains signal problem,10:53:06,"2, 3"
36,NYC,AM,MANH,switch problems,9/4/2019,9/4/2019 5:14:00 AM,Downtown 4 trains are running at slower speeds because of switch maintenance near 125 St.,manh 4 trains switch maintenance,5:14:00,4
0,NYC,AM,MANH,unauthorized person,9/4/2019,9/4/2019 5:59:35 AM,"There are service changes and delays in 1 2 and 3 train service because of an unauthorized person at the 240 St yard. 

Some 2 and 3 trains are running on the local track in both directions between 96 St and Chambers St.

Expect longer wait times in both directions in 1 train service.",manh 12 and 3 trains unauthorized person in train yard,5:59:35,3
14,NYC,AM,BX,unauthorized person,9/4/2019,9/4/2019 12:31:57 AM,"There is no 1 train service between Dyckman St and Van Cortlandt Park-242 St in both directions because of an unauthorized person on the tracks at Van Cortlandt Park-242 St.

The last stop on uptown 1 train service will be Dyckman St.

As an alternative, consider taking the nearby A train, Bx7 and Bx9 buses running between Manhattan and the Bronx.",bx 1 trains unauthorized person on the tracks,12:31:57,1
26,NYC,PM,MANH,assault,9/4/2019,9/4/2019 6:53:04 PM,Uptown R and W trains are running express from Canal St to 34 St while we take a train out of service because an employee was assaulted at 14th St.,manh r and w trains employee assaulted,6:53:04,"R, W"
28,NYC,PM,MANH,unsanitary train,9/4/2019,9/4/2019 10:50:26 PM,Expect longer than usual wait times for southbound 6 trains after we isolated a soiled train car at 3 Av-138 St.,manh 6 trains isolating soiled train car,10:50:26,6
13,NYC,PM,MANH,ems help,9/4/2019,9/4/2019 7:10:27 PM,Expect longer than usual wait times for northbound 6 trains after we requested EMS assistance for someone at 51 St.,manh 6 trains ems assistiance,7:10:27,6
41,NYC,AM,BKLYN,rail replacement,9/4/2019,9/4/2019 3:52:32 AM,Manhattan-bound D N and Q trains are holding in stations while our crews replace rails at DeKalb Av.,bklyn d n and q trains rail replacement,3:52:32,"D, N, Q"
